Dyad,Window,PowerLMov,Freq,PowerRMov,PowerLAud,PowerRAud,BothPer,IndPer
1,1,1.9509357273574675,-1.6123599924395315,1.3531669084397075,2.046868126350271,1.7986075975892983,0.009642654566080544,0.004963131026659104
1,1,1.7912601492168434,-1.3113299967755503,1.6492826545530264,1.3190512453057956,1.2591326003109988,0.009642654566080544,0.004963131026659104
1,1,1.672253588413759,-1.0102999566398119,1.6035570352549275,1.2657252692486576,1.128979641406193,0.009642654566080544,0.004963131026659104
1,1,1.4955880665758319,-0.7092699609758307,1.1581717143872552,0.9143172994906636,1.2138747749378747,0.009642654566080544,0.004963131026659104
1,1,0.9199235276481385,-0.4082399653118496,1.038926175553066,0.9375305159822549,0.991295661580316,0.009642654566080544,0.004963131026659104
1,1,0.4272984693043238,-0.10720996964786837,0.6306517082963868,0.7840428629737781,0.8344701451322911,0.009642654566080544,0.004963131026659104
1,1,0.06568631837962702,0.19382002601611284,0.40763347307926723,0.49782495215226497,0.5929569071476273,0.009642654566080544,0.004963131026659104
1,1,-0.24706649065578346,0.494850021680094,-0.007884904469303315,0.20773909025526305,0.25050888119964887,0.009642654566080544,0.004963131026659104
1,1,-0.583671838679431,0.7958800173440752,-0.4244518945841838,-0.036992736247349875,-0.17201870599956712,0.009642654566080544,0.004963131026659104
1,2,1.926705264982655,-1.6123599924395315,1.2765076823702606,1.1127475931311086,0.9616074294658454,0.01106069200226886,0.004963131026659104
1,2,2.013933765172398,-1.3113299967755503,1.7429532584642484,1.3717794840773343,1.0006916007373077,0.01106069200226886,0.004963131026659104
1,2,1.6307299332686682,-1.0102999566398119,1.4457922094753037,1.362442712704037,1.077913940718134,0.01106069200226886,0.004963131026659104
1,2,1.1364737897117059,-0.7092699609758307,1.136740068948098,1.132304502210669,1.3200846164040747,0.01106069200226886,0.004963131026659104
1,2,0.9940950607398787,-0.4082399653118496,1.0846226151627776,1.0665352050299453,1.034712043971932,0.01106069200226886,0.004963131026659104
1,2,0.5055362594156173,-0.10720996964786837,0.8011776245683534,0.7602200164050348,0.9426943611903426,0.01106069200226886,0.004963131026659104
1,2,-0.02857176931205172,0.19382002601611284,0.3788383304346283,0.468110195197884,0.5292412160434331,0.01106069200226886,0.004963131026659104
1,2,-0.3377395615680988,0.494850021680094,-0.2493701022174386,0.25267966082334065,0.16485728831187293,0.01106069200226886,0.004963131026659104
1,2,-0.4878878558510895,0.7958800173440752,-0.5720229503974739,-0.051372645787983374,-0.16466657891526548,0.01106069200226886,0.004963131026659104
